,Company #,Purchase Order,Item,Vendor,Description,Unit of Measure,Units,Unit Cost,Cost,Phase
37178,209,1230-CPO-0450,5,Ocean Concrete,Fuel Cost Recover,m3,1.0,10.0,10.0,3/31/1943
37180,209,1230-CPO-0451,2,Ocean Concrete,Flowcrete HRWR 170MAX Slump,EA,16.0,12.0,192.0,3/31/1944
37181,209,1230-CPO-0451,3,Ocean Concrete,Winter Heat,EA,16.0,8.0,128.0,3/31/1944
37182,209,1230-CPO-0451,4,Ocean Concrete,HRWR used on Truck,EA,16.0,6.0,96.0,3/31/1944
37183,209,1230-CPO-0451,5,Ocean Concrete,Environmental Levy,EA,16.0,8.0,128.0,3/31/1944
37184,209,1230-CPO-0451,6,Ocean Concrete,Fuel Cost Recover,EA,2.0,10.0,20.0,3/31/1944
37185,209,1230-CPO-0451,7,Ocean Concrete,Returned Concrete,EA,3.0,25.0,75.0,3/31/1944
37187,209,1230-CPO-0452,2,Ocean Concrete,Flowcrete HRWR 20mm incr,EA,7.0,2.0,14.0,3/31/1943
37188,209,1230-CPO-0452,3,Ocean Concrete,Winter Heat,EA,3.5,8.0,28.0,3/31/1943
37189,209,1230-CPO-0452,4,Ocean Concrete,Environmental Levy,EA,3.5,8.0,28.0,3/31/1943
37190,209,1230-CPO-0452,5,Ocean Concrete,Fuel Cost Recover,EA,1.0,10.0,10.0,3/31/1943
37192,209,1230-CPO-0453,2,Ocean Concrete,Flowcrete HRWR 20mm INCR,EA,10.0,2.0,20.0,3/31/1943
37193,209,1230-CPO-0453,3,Ocean Concrete,Winter Heat,EA,5.0,8.0,40.0,3/31/1943
37194,209,1230-CPO-0453,4,Ocean Concrete,Environmental Levy,EA,5.0,8.0,40.0,3/31/1943
37195,209,1230-CPO-0453,5,Ocean Concrete,Full Cost Recover,EA,1.0,10.0,10.0,3/31/1943
37197,209,1230-CPO-0454,2,Ocean Concrete,Winter Heat,EA,6.5,8.0,52.0,3/31/1943
37198,209,1230-CPO-0454,3,Ocean Concrete,Environmental Levy,EA,6.5,8.0,52.0,3/31/1943
37199,209,1230-CPO-0454,4,Ocean Concrete,Fuel Cost Recover,EA,1.0,10.0,10.0,3/31/1943
37204,209,1230-CPO-0455,5,Ocean Concrete,Fuel Cost Recover,EA,8.0,10.0,80.0,3/31/1943
37205,209,1230-CPO-0455,6,Ocean Concrete,Returned Concrete,EA,3.5,25.0,87.5,3/31/1943
37210,209,1230-CPO-0456,5,Ocean Concrete,Fuel Cost Recover,EA,19.0,10.0,190.0,3/31/1944
37211,209,1230-CPO-0456,6,Ocean Concrete,Hours O/T Driver,EA,1.5,75.0,112.5,3/31/1944
37213,209,1230-CPO-0457,2,Ocean Concrete,Flowcrete HRWR 20mm INCR,EA,14.0,2.0,28.0,3/31/1943
37214,209,1230-CPO-0457,3,Ocean Concrete,Winter Heat,EA,7.0,8.0,56.0,3/31/1943
37215,209,1230-CPO-0457,4,Ocean Concrete,HRWR used on Truck,EA,2.0,6.0,12.0,3/31/1943
37216,209,1230-CPO-0457,5,Ocean Concrete,Hours O/T Driver,EA,1.0,75.0,75.0,3/31/1943
37217,209,1230-CPO-0457,6,Ocean Concrete,Fuel Cost Recover,EA,1.0,10.0,10.0,3/31/1943
37218,209,1230-CPO-0457,7,Ocean Concrete,Environmental Levy,EA,7.0,8.0,56.0,3/31/1943
37223,209,1230-CPO-0458,5,Ocean Concrete,Fuel Cost Recover,EA,14.0,10.0,140.0,3/31/1944
37224,209,1230-CPO-0458,6,Ocean Concrete,Hours O/T Driver,EA,0.5,75.0,37.5,3/31/1944
37228,209,1230-CPO-0459,4,Ocean Concrete,Fuel Cost Recover,EA,4.0,10.0,40.0,3/31/1943
37229,209,1230-CPO-0460,1,Ocean Concrete,30:35 MPa 6% 20mm,m3,3.4,164.0,557.6,3/31/1943
37230,209,1230-CPO-0460,2,Ocean Concrete,Winter Heat,EA,3.4,8.0,27.2,3/31/1943
37231,209,1230-CPO-0460,3,Ocean Concrete,Environmental Levy,EA,3.4,8.0,27.2,3/31/1943
37232,209,1230-CPO-0460,4,Ocean Concrete,Fuel Cost Recover,EA,1.0,10.0,10.0,3/31/1943
37234,209,1230-CPO-0461,2,Ocean Concrete,Winter Heat,EA,18.6,8.0,148.8,3/31/1943
37235,209,1230-CPO-0461,3,Ocean Concrete,HRWR used on Truck,EA,8.0,6.0,48.0,3/31/1943
37236,209,1230-CPO-0461,4,Ocean Concrete,Environmental Levy,EA,18.6,8.0,148.8,3/31/1943
37237,209,1230-CPO-0461,5,Ocean Concrete,Fuel Cost Recover,EA,2.0,10.0,20.0,3/31/1943
37238,209,1230-CPO-0461,6,Ocean Concrete,Returned Concrete,m3,9.0,25.0,225.0,3/31/1943
37240,209,1230-CPO-0462,2,Ocean Concrete,Flowcrete HRWR 20mm INCR,EA,7.0,2.0,14.0,3/31/1943
37241,209,1230-CPO-0462,3,Ocean Concrete,Winter Heat,EA,3.5,8.0,28.0,3/31/1943
37242,209,1230-CPO-0462,4,Ocean Concrete,Environmental Levy,EA,3.5,8.0,28.0,3/31/1943
37243,209,1230-CPO-0462,5,Ocean Concrete,Fuel Cost,m3,1.0,10.0,10.0,3/31/1943
37245,209,1230-CPO-0463,2,Ocean Concrete,Polarcon Bronze,EA,15.5,7.0,108.5,3/31/1943
37246,209,1230-CPO-0463,3,Ocean Concrete,Winter Heat,EA,15.5,8.0,124.0,3/31/1943
37247,209,1230-CPO-0463,4,Ocean Concrete,Environmental Levy,EA,15.5,8.0,124.0,3/31/1943
37248,209,1230-CPO-0463,5,Ocean Concrete,Fuel Cost Recover,EA,2.0,10.0,20.0,3/31/1943
37250,209,1230-CPO-0464,2,Ocean Concrete,Winter Heat,EA,24.0,8.0,192.0,3/31/1943
37251,209,1230-CPO-0464,3,Ocean Concrete,Environmental Levy,EA,24.0,8.0,192.0,3/31/1943
37252,209,1230-CPO-0464,4,Ocean Concrete,Fuel Cost Recover,EA,3.0,10.0,30.0,3/31/1943
37254,209,1230-CPO-0465,2,Ocean Concrete,Winter Heat,EA,7.0,8.0,56.0,3/31/1943
37255,209,1230-CPO-0465,3,Ocean Concrete,Enviro Levy,EA,7.0,8.0,56.0,3/31/1943
37256,209,1230-CPO-0465,4,Ocean Concrete,Fuel Cost Recover,EA,1.0,10.0,10.0,3/31/1943
37258,209,1230-CPO-0466,2,Ocean Concrete,FLOWCRETE HRWR 20mm,mL,3.0,2.0,6.0,3/31/1943
37259,209,1230-CPO-0466,3,Ocean Concrete,Winter Heat,EA,3.0,8.0,24.0,3/31/1943
37260,209,1230-CPO-0466,4,Ocean Concrete,Environmental Levy,EA,3.0,8.0,24.0,3/31/1943
37261,209,1230-CPO-0466,5,Ocean Concrete,Fuel Cost Recover,EA,1.0,10.0,10.0,3/31/1943
37263,209,1230-CPO-0467,2,Ocean Concrete,polarcon Silver,mL,14.0,14.0,196.0,3/31/1943
37264,209,1230-CPO-0467,3,Ocean Concrete,Winter Heat,EA,14.0,8.0,112.0,3/31/1943
37265,209,1230-CPO-0467,4,Ocean Concrete,Enviro Levy,EA,14.0,8.0,112.0,3/31/1943
37266,209,1230-CPO-0467,5,Ocean Concrete,Fuel Cost,EA,2.0,10.0,20.0,3/31/1943
37267,209,1230-CPO-0467,6,Ocean Concrete,O/T Driver,HRS,0.5,75.0,37.5,3/31/1943
37270,209,1230-CPO-0468,3,Ocean Concrete,Winter Heat,EA,22.0,8.0,176.0,3/31/1943
37271,209,1230-CPO-0468,4,Ocean Concrete,Delay Set,EA,1.0,35.0,35.0,3/31/1943
37272,209,1230-CPO-0468,5,Ocean Concrete,Enviro ,EA,22.0,8.0,176.0,3/31/1943
37273,209,1230-CPO-0468,6,Ocean Concrete,Fuel Cost,EA,2.0,10.0,20.0,3/31/1943
37274,209,1230-CPO-0468,7,Ocean Concrete,O/T Driver,HRS,2.0,75.0,150.0,3/31/1943
37280,209,1230-CPO-0469,6,Ocean Concrete,Fuel,EA,15.0,10.0,150.0,3/31/1944
37282,209,1230-CPO-0470,2,Ocean Concrete,WINTER HEAT,EA,7.0,8.0,56.0,3/31/1943
37283,209,1230-CPO-0470,3,Ocean Concrete,ENVIRO LEVY,EA,7.0,8.0,56.0,3/31/1943
37284,209,1230-CPO-0470,4,Ocean Concrete,FUEL COST,EA,1.0,10.0,10.0,3/31/1943
37286,209,1230-CPO-0471,2,Ocean Concrete,hrwr 20mm,mL,6.5,2.0,13.0,3/31/1943
37287,209,1230-CPO-0471,3,Ocean Concrete,Winter Heat,EA,6.5,8.0,52.0,3/31/1943
37288,209,1230-CPO-0471,4,Ocean Concrete,Enviro Levy,EA,6.5,8.0,52.0,3/31/1943
37289,209,1230-CPO-0471,5,Ocean Concrete,FUEL COST RECOVER,EA,1.0,10.0,10.0,3/31/1943
37294,209,1230-CPO-0472,5,Ocean Concrete,FUEL COST RECOVER,EA,4.0,10.0,40.0,3/31/1943
37300,209,1230-CPO-0473,6,Ocean Concrete,FUEL RECOVER,EA,29.0,10.0,290.0,3/31/1944
37301,209,1230-CPO-0473,7,Ocean Concrete,RETURNED CONCRETE,EA,5.0,25.0,125.0,3/31/1944
37306,209,1230-CPO-0474,5,Ocean Concrete,FUEL RECOVER,EA,26.0,10.0,260.0,3/31/1944
37307,209,1230-CPO-0474,6,Ocean Concrete,RETURNED CONCRETE,EA,8.0,25.0,200.0,3/31/1944
37314,209,1230-CPO-0475,5,Ocean Concrete,FUEL,EA,7.0,10.0,70.0,3/31/1943
37316,209,1230-CPO-0476,2,Ocean Concrete,winter heat,EA,23.0,8.0,184.0,3/31/1943
37317,209,1230-CPO-0476,3,Ocean Concrete,ENVIRO,EA,23.0,8.0,184.0,3/31/1943
37318,209,1230-CPO-0476,4,Ocean Concrete,FUEL RECOVER,EA,3.0,10.0,30.0,3/31/1943
37320,209,1230-CPO-0477,1,Ocean Concrete,35MPA 6% 20mm,m3,8.0,164.0,1312.0,3/31/1944
37321,209,1230-CPO-0477,2,Ocean Concrete,winter heat,EA,8.0,8.0,64.0,3/31/1944
37322,209,1230-CPO-0477,3,Ocean Concrete,ENVIRO LEVY,EA,8.0,8.0,64.0,3/31/1944
37323,209,1230-CPO-0477,4,Ocean Concrete,FUEL RECOVER,EA,2.0,10.0,20.0,3/31/1944
37325,209,1230-CPO-0478,2,Ocean Concrete,POLARCON SILVER,mL,9.0,14.0,126.0,3/31/1943
37328,209,1230-CPO-0478,5,Ocean Concrete,FUEL COST,EA,5.0,10.0,50.0,3/31/1943
37329,209,1230-CPO-0478,6,Ocean Concrete,POLARCON BRONZE,mL,14.0,7.0,98.0,3/31/1943
37331,209,1230-CPO-0479,2,Ocean Concrete,FLOWCRETE 170MAX SLUMP,mL,15.0,12.0,180.0,3/31/1944
37332,209,1230-CPO-0479,3,Ocean Concrete,WINTER HEAT,EA,15.0,8.0,120.0,3/31/1944
37333,209,1230-CPO-0479,4,Ocean Concrete,ENVIRO LEVY,EA,15.0,8.0,120.0,3/31/1944
37334,209,1230-CPO-0479,5,Ocean Concrete,FUEL COST,EA,2.0,10.0,20.0,3/31/1944
37335,209,1230-CPO-0479,6,Ocean Concrete,HRWR USED ON TRUCK,mL,4.0,6.0,24.0,3/31/1944
37337,209,1230-CPO-0480,2,Ocean Concrete,flowcrete hrwr 20mm,mL,10.5,2.0,21.0,3/31/1943
37338,209,1230-CPO-0480,3,Ocean Concrete,POLARCON SILVER,mL,3.5,14.0,49.0,3/31/1943
37339,209,1230-CPO-0480,4,Ocean Concrete,WINTER HEAT,EA,3.5,8.0,28.0,3/31/1943
37340,209,1230-CPO-0480,5,Ocean Concrete,ENVIRO LEVY,EA,3.5,8.0,28.0,3/31/1943
37341,209,1230-CPO-0480,6,Ocean Concrete,FUEL COST,EA,1.0,10.0,10.0,3/31/1943
37343,209,1230-CPO-0481,2,Ocean Concrete,FLOWCRETE HRWR 20mm,mL,13.0,2.0,26.0,3/31/1943
37344,209,1230-CPO-0481,3,Ocean Concrete,WINTER HEAT,EA,13.0,8.0,104.0,3/31/1943
37345,209,1230-CPO-0481,4,Ocean Concrete,ENVIRO LEVY,EA,13.0,8.0,104.0,3/31/1943
37346,209,1230-CPO-0481,5,Ocean Concrete,FUEL COST RECOVER,EA,2.0,10.0,20.0,3/31/1943
37350,209,1230-CPO-0482,4,Ocean Concrete,Fuel Cost Recover,EA,4.0,10.0,40.0,3/31/1943
37352,209,1230-CPO-0483,2,Ocean Concrete,polarcon Bronze,mL,10.0,7.0,70.0,3/31/1943
37353,209,1230-CPO-0483,3,Ocean Concrete,Winter Heat,EA,10.0,8.0,80.0,3/31/1943
37354,209,1230-CPO-0483,4,Ocean Concrete,Environmental Levy,EA,10.0,8.0,80.0,3/31/1943
37355,209,1230-CPO-0483,5,Ocean Concrete,Fuel,EA,1.0,10.0,10.0,3/31/1943
37360,209,1230-CPO-0484,5,Ocean Concrete,Fuel,EA,9.0,10.0,90.0,3/31/1944
37361,209,1230-CPO-0484,6,Ocean Concrete,Returned Concrete,LS,0.0,0.0,67.5,3/31/1944
37363,209,1230-CPO-0485,2,Ocean Concrete,Flowcrete HRWR 2omm INCR,mL,16.0,2.0,32.0,3/31/1943
37364,209,1230-CPO-0485,3,Ocean Concrete,Winter Heat,EA,16.0,8.0,128.0,3/31/1943
37365,209,1230-CPO-0485,4,Ocean Concrete,Environmental Levy,EA,16.0,8.0,128.0,3/31/1943
37366,209,1230-CPO-0485,5,Ocean Concrete,fuel,EA,2.0,10.0,20.0,3/31/1943
37367,209,1230-CPO-0485,6,Ocean Concrete,Hours O/T Driver,LS,0.0,0.0,37.5,3/31/1943
37369,209,1230-CPO-0486,2,Ocean Concrete,flowcrete hrwr 20mm incr,mL,9.0,2.0,18.0,3/31/1943
37370,209,1230-CPO-0486,3,Ocean Concrete,Winter Heat,EA,9.0,8.0,72.0,3/31/1943
37371,209,1230-CPO-0486,4,Ocean Concrete,Environmental Levy,EA,9.0,8.0,72.0,3/31/1943
37372,209,1230-CPO-0486,5,Ocean Concrete,Fuel,EA,1.0,10.0,10.0,3/31/1943
37374,209,1230-CPO-0487,2,Ocean Concrete,FLOWCRETE HRWR,mL,12.0,2.0,24.0,3/31/1943
37375,209,1230-CPO-0487,3,Ocean Concrete,Winter Haet,EA,6.0,8.0,48.0,3/31/1943
37376,209,1230-CPO-0487,4,Ocean Concrete,Environmental Levy,EA,6.0,8.0,48.0,3/31/1943
37377,209,1230-CPO-0487,5,Ocean Concrete,Fuel,EA,1.0,10.0,10.0,3/31/1943
37379,209,1230-CPO-0488,2,Ocean Concrete,FLOWCRETE HRWR,mL,18.0,2.0,36.0,3/31/1943
37380,209,1230-CPO-0488,3,Ocean Concrete,WINTER HEAT,EA,6.0,8.0,48.0,3/31/1943
37381,209,1230-CPO-0488,4,Ocean Concrete,ENVIRONMENTAL LEVY,EA,6.0,8.0,48.0,3/31/1943
37382,209,1230-CPO-0488,5,Ocean Concrete,FUEL,EA,1.0,10.0,10.0,3/31/1943
37383,209,1230-CPO-0489,1,Ocean Concrete,35MPA 6% 20MM,m3,6.0,164.0,984.0,3/31/1944
37384,209,1230-CPO-0489,2,Ocean Concrete,WINTER HEAT,EA,6.0,8.0,48.0,3/31/1944
37385,209,1230-CPO-0489,3,Ocean Concrete,ENVIRONMENTAL LEVY,EA,6.0,8.0,48.0,3/31/1944
37386,209,1230-CPO-0489,4,Ocean Concrete,FUEL,EA,1.0,10.0,10.0,3/31/1944
37388,209,1230-CPO-0490,2,Ocean Concrete,WINTER HEAT,EA,21.5,8.0,172.0,3/31/1943
37389,209,1230-CPO-0490,3,Ocean Concrete,ENVIRONMENTAL LEVY,EA,21.5,8.0,172.0,3/31/1943
37390,209,1230-CPO-0490,4,Ocean Concrete,FUEL,EA,2.0,10.0,20.0,3/31/1943
37391,209,1230-CPO-0490,5,Ocean Concrete,O/T Driver,LS,0.0,0.0,37.5,3/31/1943
37395,209,1230-CPO-0491,4,Ocean Concrete,FUEL,EA,5.0,10.0,50.0,3/31/1943
37397,209,1230-CPO-0492,2,Ocean Concrete,WINTER HEAT,EA,15.0,8.0,120.0,3/31/1944
37398,209,1230-CPO-0492,3,Ocean Concrete,ENVIRONMENTAL LEVY,EA,15.0,8.0,120.0,3/31/1944
37399,209,1230-CPO-0492,4,Ocean Concrete,FUEL,EA,2.0,10.0,20.0,3/31/1944
37401,209,1230-CPO-0493,2,Ocean Concrete,WINTER HEAT,EA,13.0,8.0,104.0,3/31/1943
37402,209,1230-CPO-0493,3,Ocean Concrete,HOURS O/T DRIVER,HRS,0.5,75.0,37.5,3/31/1943
37403,209,1230-CPO-0493,4,Ocean Concrete,ENVIRONMENTAL LEVY,EA,13.0,8.0,104.0,3/31/1943
37404,209,1230-CPO-0493,5,Ocean Concrete,FUEL,EA,1.0,10.0,10.0,3/31/1943
37409,209,1230-CPO-0494,5,Ocean Concrete,FUEL,EA,22.0,10.0,220.0,3/31/1944
37413,209,1230-CPO-0495,4,Ocean Concrete,FUEL,EA,11.0,10.0,110.0,3/31/1943
37414,209,1230-CPO-0495,5,Ocean Concrete,RETURNED CONCRETE,LS,0.0,0.0,182.5,3/31/1943
37415,209,1230-CPO-0495,6,Ocean Concrete,O/T Driver,LS,0.0,0.0,708.75,3/31/1943
37417,209,1230-CPO-0496,2,Ocean Concrete,WINTER HEAT,EA,9.0,8.0,72.0,3/31/1943
37418,209,1230-CPO-0496,3,Ocean Concrete,RETURN CONCRETE,EA,3.75,25.0,93.75,3/31/1943
37419,209,1230-CPO-0496,4,Ocean Concrete,ENVIRONMENTAL LEVY,EA,9.0,8.0,72.0,3/31/1943
37420,209,1230-CPO-0496,5,Ocean Concrete,FUEL,EA,1.0,10.0,10.0,3/31/1943
37422,209,1230-CPO-0497,2,Ocean Concrete,FLOWCRETE HRWR,EA,27.0,2.0,54.0,3/31/1943
37423,209,1230-CPO-0497,3,Ocean Concrete,WINTER HEAT,EA,9.0,8.0,72.0,3/31/1943
37424,209,1230-CPO-0497,4,Ocean Concrete,DELAY SET,EA,2.0,35.0,70.0,3/31/1943
37425,209,1230-CPO-0497,5,Ocean Concrete,ENVIRONMENTAL ,EA,9.0,8.0,72.0,3/31/1943
37426,209,1230-CPO-0497,6,Ocean Concrete,FUEL,EA,1.0,10.0,10.0,3/31/1943
37430,209,1230-CPO-0498,4,Ocean Concrete,FUEL,EA,15.0,10.0,150.0,3/31/1944
37431,209,1230-CPO-0498,5,Ocean Concrete,Delay Set,LS,0.0,0.0,70.0,3/31/1944
37432,209,1230-CPO-0498,6,Ocean Concrete,HRWR Used on Truck,LS,0.0,0.0,48.0,3/31/1944
37434,209,1230-CPO-0499,2,Ocean Concrete,WINTER HEAT,EA,9.6,8.0,76.8,3/31/1943
37435,209,1230-CPO-0499,3,Ocean Concrete,HOURS O/T DRIVER,HRS,0.75,75.0,56.25,3/31/1943
37436,209,1230-CPO-0499,4,Ocean Concrete,ENVIRONMENTAL,EA,9.6,8.0,76.8,3/31/1943
37437,209,1230-CPO-0499,5,Ocean Concrete,FUEL,EA,1.0,10.0,10.0,3/31/1943
37439,209,1230-CPO-0500,2,Ocean Concrete,POLARCON SILVER,mL,9.6,14.0,134.4,3/31/1943
37440,209,1230-CPO-0500,3,Ocean Concrete,WINTER HEAT,EA,19.2,8.0,153.6,3/31/1943
37441,209,1230-CPO-0500,4,Ocean Concrete,ENVIRONMENTAL LEVY,EA,19.2,8.0,153.6,3/31/1943
37442,209,1230-CPO-0500,5,Ocean Concrete,FUEL,EA,2.0,10.0,20.0,3/31/1943
37443,209,1230-CPO-0500,6,Ocean Concrete,RETURN CONCTERE,EA,3.0,25.0,75.0,3/31/1943
37445,209,1230-CPO-0501,2,Ocean Concrete,WINTER HEAT,EA,19.2,8.0,153.6,3/31/1943
37446,209,1230-CPO-0501,3,Ocean Concrete,ENVIRONMENTAL,EA,19.2,8.0,153.6,3/31/1943
37447,209,1230-CPO-0501,4,Ocean Concrete,FUEL,EA,2.0,10.0,20.0,3/31/1943
37448,209,1230-CPO-0501,5,Ocean Concrete,HRWR USED ON TRUCK,mL,8.0,6.0,48.0,3/31/1943
37449,209,1230-CPO-0501,6,Ocean Concrete,DELAY SET,EA,1.0,35.0,35.0,3/31/1943
37450,209,1230-CPO-0501,7,Ocean Concrete,DRIVER,HRS,0.5,75.0,37.5,3/31/1943
37455,209,1230-CPO-0502,5,Ocean Concrete,FUEL,EA,8.0,10.0,80.0,3/31/1943
37457,209,1230-CPO-0503,2,Ocean Concrete,FLOWCRETE,mL,6.0,2.0,12.0,3/31/1943
37458,209,1230-CPO-0503,3,Ocean Concrete,POLARCON,mL,6.0,7.0,42.0,3/31/1943
37459,209,1230-CPO-0503,4,Ocean Concrete,ENVIRONMENTAL,EA,6.0,8.0,48.0,3/31/1943
37460,209,1230-CPO-0503,5,Ocean Concrete,WINTER HEAT,EA,6.0,8.0,48.0,3/31/1943
37461,209,1230-CPO-0503,6,Ocean Concrete,FUEL,EA,1.0,10.0,10.0,3/31/1943
37463,209,1230-CPO-0504,2,Ocean Concrete,FLOWCRETE 170,mL,9.0,12.0,108.0,3/31/1944
37467,209,1230-CPO-0504,6,Ocean Concrete,FUEL,EA,20.0,10.0,200.0,3/31/1944
37472,209,1230-CPO-0505,4,Ocean Concrete,FUEL,EA,18.0,10.0,180.0,3/31/1944
37480,209,1230-CPO-0506,8,Ocean Concrete,O/T Driver,LS,0.0,0.0,187.5,3/31/1944
37482,209,1230-CPO-0507,2,Ocean Concrete,FLOWCRETE,mL,6.0,2.0,12.0,3/31/1943
37483,209,1230-CPO-0507,3,Ocean Concrete,WINTER HAET,EA,6.0,8.0,48.0,3/31/1943
37484,209,1230-CPO-0507,4,Ocean Concrete,ENVIRONMENTAL,EA,6.0,8.0,48.0,3/31/1943
37485,209,1230-CPO-0507,5,Ocean Concrete,FUEL,EA,1.0,10.0,10.0,3/31/1943
37488,209,1230-CPO-0508,3,Ocean Concrete,POLARCON BRONZE,mL,19.2,7.0,134.4,3/31/1943
37489,209,1230-CPO-0508,4,Ocean Concrete,WINTER HEAT,EA,19.2,8.0,153.6,3/31/1943
37490,209,1230-CPO-0508,5,Ocean Concrete,ENVIRONMENTAL,EA,19.2,8.0,153.6,3/31/1943
37491,209,1230-CPO-0508,6,Ocean Concrete,FUEL,EA,2.0,10.0,20.0,3/31/1943
37492,209,1230-CPO-0508,7,Ocean Concrete,HRWR ,mL,14.0,6.0,84.0,3/31/1943
37494,209,1230-CPO-0509,2,Ocean Concrete,WINTER HEAT,EA,9.6,8.0,76.8,3/31/1943
37495,209,1230-CPO-0509,3,Ocean Concrete,RETURNING CONCRETE,EA,9.0,25.0,225.0,3/31/1943
37496,209,1230-CPO-0509,4,Ocean Concrete,ENVIRONMENTAL,EA,9.6,8.0,76.8,3/31/1943
37497,209,1230-CPO-0509,5,Ocean Concrete,FUEL,EA,1.0,10.0,10.0,3/31/1943
37499,209,1230-CPO-0510,2,Ocean Concrete,FLOWCRETE,mL,9.6,2.0,19.2,3/31/1943
37500,209,1230-CPO-0510,3,Ocean Concrete,WINTER HEAT,EA,9.6,8.0,76.8,3/31/1943
37501,209,1230-CPO-0510,4,Ocean Concrete,ENVIRONMENTAL,EA,9.6,8.0,76.8,3/31/1943
37502,209,1230-CPO-0510,5,Ocean Concrete,FUEL,EA,1.0,10.0,10.0,3/31/1943
37504,209,1230-CPO-0511,2,Ocean Concrete,WINTER HEAT,EA,9.0,8.0,72.0,3/31/1943
37505,209,1230-CPO-0511,3,Ocean Concrete,ENVIRONMENTAL,EA,9.0,8.0,72.0,3/31/1943
37506,209,1230-CPO-0511,4,Ocean Concrete,FUEL,EA,1.0,10.0,10.0,3/31/1943
37511,209,1230-CPO-0512,5,Ocean Concrete,FUEL,EA,24.0,10.0,240.0,3/31/1944
37516,209,1230-CPO-0513,5,Ocean Concrete,FUEL,EA,21.0,10.0,210.0,3/31/1944
37517,209,1230-CPO-0513,6,Ocean Concrete,RETURNING CONCRETE,EA,17.2,25.0,430.0,3/31/1944
37518,209,1230-CPO-0513,7,Ocean Concrete,HRWR,mL,8.0,6.0,48.0,3/31/1944
37520,209,1230-CPO-0514,2,Ocean Concrete,FLOWCRETE,mL,10.0,2.0,20.0,3/31/1943
37521,209,1230-CPO-0514,3,Ocean Concrete,WINTER HEAT,EA,10.0,8.0,80.0,3/31/1943
37522,209,1230-CPO-0514,4,Ocean Concrete,ENVIRONMENTAL,EA,10.0,8.0,80.0,3/31/1943
37523,209,1230-CPO-0514,5,Ocean Concrete,FUEL,m3,1.0,10.0,10.0,3/31/1943
37525,209,1230-CPO-0515,2,Ocean Concrete,FLOWCRETE,mL,10.0,2.0,20.0,3/31/1943
37526,209,1230-CPO-0515,3,Ocean Concrete,WINTER HEAT,EA,10.0,8.0,80.0,3/31/1943
37527,209,1230-CPO-0515,4,Ocean Concrete,ENVIRONMENTAL,EA,10.0,8.0,80.0,3/31/1943
37528,209,1230-CPO-0515,5,Ocean Concrete,FUEL,EA,1.0,10.0,10.0,3/31/1943
37530,209,1230-CPO-0516,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,20.0,2.0,40.0,3/31/1943
37531,209,1230-CPO-0516,3,Ocean Concrete,delay set,LS,0.0,0.0,35.0,3/31/1943
37532,209,1230-CPO-0516,4,Ocean Concrete,enviro levy,EA,20.0,8.0,160.0,3/31/1943
37533,209,1230-CPO-0516,5,Ocean Concrete,fuel recovery fee,EA,2.0,10.0,20.0,3/31/1943
37534,209,1230-CPO-0516,6,Ocean Concrete,ot driver,LS,0.0,0.0,37.5,3/31/1943
37536,209,1230-CPO-0517,2,Ocean Concrete,enviro levy,EA,21.0,8.0,168.0,3/31/1943
37537,209,1230-CPO-0517,3,Ocean Concrete,fuel cost recover,EA,3.0,10.0,30.0,3/31/1943
37538,209,1230-CPO-0517,4,Ocean Concrete,delay set,LS,0.0,0.0,70.0,3/31/1943
37542,209,1230-CPO-0518,4,Ocean Concrete,fuel recover cost,EA,24.0,10.0,240.0,3/31/1944
37544,209,1230-CPO-0519,2,Ocean Concrete,hrwr used on trucks,LS,0.0,0.0,96.0,3/31/1943
37545,209,1230-CPO-0519,3,Ocean Concrete,winter heat,EA,19.2,8.0,153.6,3/31/1943
37546,209,1230-CPO-0519,4,Ocean Concrete,enviro levy,EA,19.2,8.0,153.6,3/31/1943
37547,209,1230-CPO-0519,5,Ocean Concrete,fuel recover cost,EA,2.0,10.0,20.0,3/31/1943
37551,209,1230-CPO-0520,4,Ocean Concrete,fuel recover cost,EA,13.0,10.0,130.0,3/31/1944
37553,209,1230-CPO-0521,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,10.0,2.0,20.0,3/31/1943
37554,209,1230-CPO-0521,3,Ocean Concrete,o/t driver,LS,0.0,0.0,75.0,3/31/1943
37555,209,1230-CPO-0521,4,Ocean Concrete,enviro levy,LS,0.0,0.0,80.0,3/31/1943
37556,209,1230-CPO-0521,5,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37557,209,1230-CPO-0522,1,Ocean Concrete,35MPA 6% 20mm,m3,3.0,164.0,492.0,3/31/1944
37558,209,1230-CPO-0522,2,Ocean Concrete,enviro levy,EA,3.0,8.0,24.0,3/31/1944
37559,209,1230-CPO-0522,3,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1944
37561,209,1230-CPO-0523,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,3.0,2.0,6.0,3/31/1944
37562,209,1230-CPO-0523,3,Ocean Concrete,enviro levy,LS,0.0,0.0,24.0,3/31/1944
37563,209,1230-CPO-0523,4,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1944
