Company #,Purchase Order,Item,Vendor,Description,Unit of Measure,Units,Unit Cost,Cost,Cost Code
209,1230-0370,5,Dick's Lumber,2x12 16',LS,0,0,64.8,01-52-24
209,1230-0370,6,Dick's Lumber,4x8x3/4 Sheathing,LS,0,0,487.35,01-52-24
209,1230-0370,7,Dick's Lumber,4x8x1/2 Sheathing,LS,0,0,429.8,01-52-24
209,1230-0370,8,Dick's Lumber,Duct tape,EA,4,12.47,49.88,01-52-24
209,1230-0370,9,Dick's Lumber,"Cable tie 14""",EA,1,31.34,31.34,01-52-24
209,1230-0370,10,Dick's Lumber,"Cable tie 8""",EA,4,6.64,26.56,01-52-24
209,1230-0370,11,Dick's Lumber,Delivery Charge,LS,0,0,85,01-52-24
209,1230-0371,1,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 7 loads CC gravel,HRS,9.5,160,1520,31-23-23
209,1230-0371,2,J & R Excavation & Demolition Ltd.,ulta slinger: deliver & place 5 loads cc gravel,HRS,7.25,160,1160,31-23-23
209,1230-0371,3,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 6 loads cc gravel,HRS,9.25,160,1480,31-23-23
209,1230-0371,4,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 2 loads cc gravel cc gravel o,HRS,3,160,480,31-23-23
209,1230-0372,1,J & R Excavation & Demolition Ltd.,Ultra Slinger: deliver & place loads 7 cc gravel into excavt,HRS,8.5,160,1360,31-23-23
209,1230-0372,2,J & R Excavation & Demolition Ltd.,cc gravel supplied via slinger,EA,127.16,23.5,2988.26,31-23-23
209,1230-0372,3,J & R Excavation & Demolition Ltd.,ultra slinger: seliver & place 7 loads cc gravel into excava,HRS,8.5,160,1360,31-23-23
209,1230-0372,4,J & R Excavation & Demolition Ltd.,cc gravel supplied via slinger,EA,128.71,23.5,3024.69,31-23-23
209,1230-0372,5,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 6 loads cc gravel intro excav,HRS,8,160,1280,31-23-23
209,1230-0372,6,J & R Excavation & Demolition Ltd.,cc gravel supplied via slinger,EA,109.98,23.5,2584.53,31-23-23
209,1230-0373,1,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 5 loads cc gravel into founda,HRS,5,160,800,31-23-23
209,1230-0373,2,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 6 loads cc gravel for stockpi,HRS,5,160,800,31-23-23
209,1230-0373,3,J & R Excavation & Demolition Ltd.,ulrta slinger: deliver & place 6 loads cc gravel for s slab,HRS,6.5,160,1040,31-23-23
209,1230-0373,4,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 9 loads cc gravel for stockpi,HRS,8.25,160,1320,31-23-23
209,1230-0373,5,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 8 loads cc gravel for slab pr,HRS,7,160,1120,31-23-23
209,1230-0373,6,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 5 loads cc gravel into excava,HRS,4.5,160,720,31-23-23
209,1230-0373,7,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 6 loads cc gravel into excava,HRS,6,160,960,31-23-23
209,1230-0373,8,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 3 loads cc gravel for slab pr,HRS,4,160,640,31-23-23
209,1230-0373,9,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 7 loads,HRS,6.75,160,1080,31-23-23
209,1230-0373,10,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 5 loads,HRS,5,160,800,31-23-23
209,1230-0373,11,J & R Excavation & Demolition Ltd.,ultra slinger: deliver & place 6 loads,HRS,4.5,125,562.5,31-23-23
209,1230-0373,12,J & R Excavation & Demolition Ltd.,ulrta slinger: deliver and place 6 loads,HRS,5,160,800,31-23-23
209,1230-0374,1,J & R Excavation & Demolition Ltd.,Ultra slinger: deliver and place 4 loads,HRS,4.25,160,680,31-23-23
209,1230-0374,2,J & R Excavation & Demolition Ltd.,ultra slinger: deliver and place 5 loads,HRS,5.75,125,718.75,31-23-23
209,1230-0374,3,J & R Excavation & Demolition Ltd.,ultra slinger: deliver and place 5 loads,HRS,5,160,800,31-23-23
209,1230-0374,4,J & R Excavation & Demolition Ltd.,ultra slinger: deliver and place 5 loads,HRS,4,160,640,31-23-23
209,1230-0375,1,Superior Stone Slinger Services,deliver and place ultra slinger 2 loads,TON,38,37.9,1440.2,31-23-23
209,1230-0376,1,Single Source Rentals Ltd,"4"" Koshin Trash Pump",EA,1,480,480,31-23-19
209,1230-0376,2,Single Source Rentals Ltd,8 HP honda engine driven trash pump,EA,1,270,270,31-23-19
209,1230-0376,3,Single Source Rentals Ltd,8 HP honda engine driven trash pump,EA,1,270,270,31-23-19
209,1230-0376,4,Single Source Rentals Ltd,Enviro Charge,EA,1,5,5,31-23-19
209,1230-0376,5,Single Source Rentals Ltd,Enviro Charge,EA,1,3,3,31-23-19
209,1230-0376,6,Single Source Rentals Ltd,Enviro Charge,EA,1,3,3,31-23-19
209,1230-0376,7,Single Source Rentals Ltd,Gasoline,EA,1,7.5,7.5,31-23-19
209,1230-0376,8,Single Source Rentals Ltd,Gasoline,EA,1,5,5,31-23-19
209,1230-0376,9,Single Source Rentals Ltd,Damage Waiver,EA,1,102,102,31-23-19
209,1230-0378,1,Single Source Rentals Ltd,8 HP Honda Engine Driven Trash Pump,EA,1,360,360,31-23-19
209,1230-0378,2,Single Source Rentals Ltd,Enviro Charge,EA,1,3,3,31-23-19
209,1230-0378,3,Single Source Rentals Ltd,Damage Waiver,LS,0,0,36,31-23-19
209,1230-0379,1,Single Source Rentals Ltd,8 HP Honda Engine Driven Trash Pump,EA,3,360,1080,31-23-19
209,1230-0379,2,Single Source Rentals Ltd,5.5 HP Honda Driven Engine Centrifugal Pump,EA,1,240,240,31-23-19
209,1230-0379,3,Single Source Rentals Ltd,Steel Garbage Box for Telehandler,EA,1,222,222,31-23-19
209,1230-0379,4,Single Source Rentals Ltd,Enviro Charge,EA,3,3,9,31-23-19
209,1230-0379,5,Single Source Rentals Ltd,Enviro Charge,EA,1,5,5,31-23-19
209,1230-0379,6,Single Source Rentals Ltd,Gasoline,LS,0,0,250,31-23-19
209,1230-0379,7,Single Source Rentals Ltd,Damage Waiver,LS,0,0,154.2,31-23-19
209,1230-0380,1,Single Source Rentals Ltd,5 Ton Excavator,LS,0,0,260,31-23-23
209,1230-0380,2,Single Source Rentals Ltd,Enviro Charge,LS,0,0,10,31-23-23
209,1230-0380,3,Single Source Rentals Ltd,Delivery Cartage to site,LS,0,0,125,31-23-23
209,1230-0380,4,Single Source Rentals Ltd,Delivery Cartage from Site,LS,0,0,125,31-23-23
209,1230-0380,5,Single Source Rentals Ltd,Diesel,LS,0,0,25,31-23-23
209,1230-0380,6,Single Source Rentals Ltd,Damage Waiver,LS,0,0,13,31-23-23
209,1230-0381,1,Single Source Rentals Ltd,Diesel,LS,0,0,1342,01-54-30
209,1230-0382,1,Single Source Rentals Ltd,Diesel,LS,0,0,834,01-54-30
209,1230-0383,1,Single Source Rentals Ltd,"SS 72"" Sweeper",LS,0,0,750,01-57-20
209,1230-0383,2,Single Source Rentals Ltd,Damage Waiver,LS,0,0,75,01-57-20
209,1230-0384,1,Dick's Lumber,Security Light ,EA,4,102.89,411.56,01-51-26
209,1230-0384,2,Dick's Lumber,Calculator ,EA,2,115.19,230.38,01-52-22
209,1230-0384,3,Dick's Lumber,Freight In,LS,0,0,35,01-51-26
209,1230-0385,1,Single Source Rentals Ltd,hose distribution fee,EA,1,405,405,31-23-19
209,1230-0385,2,Single Source Rentals Ltd,5/8' x 100' garden hose,LS,0,0,850,31-23-19
209,1230-0386,1,Central Concrete Accessories,krytonite yellow waterstop,RL,45,72.4,3258,03-15-10
209,1230-0386,2,Central Concrete Accessories,Krytonite Adhesive ,EA,96,13.56,1301.76,03-15-10
209,1230-0387,1,Central Concrete Accessories,Krytonite Yellow-Waterstop 5 mm,RL,150,72.4,10860,03-15-10
209,1230-0387,2,Central Concrete Accessories,Krytonite Adhesive - 290ml ,EA,144,13.56,1952.64,03-15-10
209,1230-0387,3,Central Concrete Accessories,4 HR Delivery Service,EA,1,88.7,88.7,03-15-10
209,1230-0388,1,Central Concrete Accessories,Poly 6 mil Clear 20' X 100' UV Stable CGSB,RL,12,85,1020,31-81-25
209,1230-0388,2,Central Concrete Accessories,Rush Delivery 2HRS,LS,0,0,63.75,31-81-25
209,1230-0389,1,Central Concrete Accessories,"Caulking Gun - 9"" Red HD",EA,6,19.1,114.6,03-15-10
209,1230-0389,2,Central Concrete Accessories,Sausage Gun - Economy,EA,2,30.73,61.46,03-15-10
209,1230-0389,3,Central Concrete Accessories,Expedite Delivery Service - (1 HR),LS,0,0,86.8,03-15-10
209,1230-0390,1,Brock White Canada ULC,Sikaswell S2 600ML Saus 20/CTN,EA,40,39.81,1592.4,03-15-10
209,1230-0390,2,Brock White Canada ULC,Freight out,LS,0,0,18,03-15-10
209,1230-0391,1,Canuck Security,Security Regular Time,HRS,422,14.95,6308.9,01-57-30
209,1230-0391,2,Canuck Security,Security Statutory,HRS,24,22.425,538.2,01-57-30
209,1230-0392,1,Lehigh Materials Ltd.,"25MM (1"") CLEAR CRUSHED ",t,203.15,18.95,3849.69,31-23-23
209,1230-0392,2,Lehigh Materials Ltd.,Enviro (MT),t,203.15,0.75,152.36,31-23-23
209,1230-0392,3,Lehigh Materials Ltd.,Freight ,EA,13,88.48,1150.24,31-23-23
209,1230-0392,4,Lehigh Materials Ltd.,Freight,EA,1,88.8,88.8,31-23-23
209,1230-0392,5,Lehigh Materials Ltd.,Freight,EA,1,88.61,88.61,31-23-23
209,1230-0393,1,United Rentals,Filter  Air Radial S,EA,1,39.99,39.99,31-23-19
209,1230-0393,2,United Rentals,Filter  Lube Spin-On,EA,1,29.99,29.99,31-23-19
209,1230-0393,3,United Rentals,Separator  Fuel/Wate,EA,1,29.99,29.99,31-23-19
209,1230-0393,4,United Rentals,Motor Oil,EA,8,5.99,47.92,31-23-19
209,1230-0393,5,United Rentals,Mechanic Labor,HRS,2,110,220,31-23-19
209,1230-0393,6,United Rentals,Enviro Charge,LS,0,0,4.78,31-23-19
209,1230-0394,1,United Rentals,Filter  Lube Spin-On,EA,1,29.99,29.99,31-23-19
209,1230-0394,2,United Rentals,Separator  Fuel/Wate,EA,1,29.99,29.99,31-23-19
209,1230-0394,3,United Rentals,Motor Oil,EA,8,5.99,47.92,31-23-19
209,1230-0394,4,United Rentals,Environmental Charge,EA,1,2.9,2.9,31-23-19
209,1230-0394,5,United Rentals,Labor,HRS,1,115,115,31-23-19
209,1230-0395,1,HD Supply Canada Inc.,Vipourflex 15 12x150 Rolls,RL,8,358.95,2871.6,31-81-25
209,1230-0398,1,Single Source Rentals Ltd,Diesel,LS,0,0,1440,01-54-30
209,1230-0399,1,Single Source Rentals Ltd,diesel,LS,0,0,1240,01-54-30
209,1230-0400,1,Dick's Lumber,"PVC Sewer 3"" Coupling",EA,28,1.91,53.48,31-23-23
209,1230-0400,2,Dick's Lumber,Delivery Charge,LS,0,0,25,31-23-23
209,1230-0401,1,Dick's Lumber,Shop-Vac Ultra 10gal/5HP 962-09,EA,2,129,258,31-23-19
209,1230-0401,2,Dick's Lumber,Olympic Rescue IT 20L Resurfacer Base 2,EA,1,163.96,163.96,01-56-29
209,1230-0401,3,Dick's Lumber,SHOP-VAC Acc Filter Bag HE 10-14 Gal 906-72 (2pk),EA,4,19.77,79.08,01-74-13
209,1230-0401,4,Dick's Lumber,Shop-Vac Acc Filter Cart Hepa CS 903-40,EA,2,34.74,69.48,01-74-13
209,1230-0401,5,Dick's Lumber,Plug 15A Quick AH5965Y Male 2-Pole 3-Wire,EA,20,6.39,127.8,01-51-26
209,1230-0401,6,Dick's Lumber,"Paint Brush Simms Promo Poly 9809-50 mm/2""",EA,6,1.62,9.72,01-56-29
209,1230-0401,7,Dick's Lumber,"Paint Brush Simms Promo Poly 9810-75 mm/3""",EA,1,2.29,2.29,01-56-29
209,1230-0401,8,Dick's Lumber,"Stain Brush 4""/100mm Promo Poly",EA,5,4.79,23.95,01-56-29
209,1230-0401,9,Dick's Lumber,Paint Roller Kit Simms S-369 3PC Decor-Mate,EA,3,8.63,25.89,01-56-29
209,1230-0401,10,Dick's Lumber,Freight In,LS,0,0,50,31-23-19
209,1230-0402,1,Dick's Lumber,"Screws Reamer-Tek 3""",LBS,2,8.63,17.26,01-52-16
209,1230-0402,2,Dick's Lumber,"Bit Inster Eab Impact Rob 2"" ",EA,1,18.23,18.23,01-52-16
209,1230-0402,3,Dick's Lumber,Irwin Drill Bit Set 314018,EA,1,40.41,40.41,01-52-16
209,1230-0402,4,Dick's Lumber,"Bit Bosch Spade D/Devil 6"" x 1/4"" DSB1001",EA,1,2.39,2.39,01-52-16
209,1230-0402,5,Dick's Lumber,"Bit Bosch Spade D/Devil 6"" x 5/16"" DSB1002",EA,1,2.39,2.39,01-52-16
209,1230-0402,6,Dick's Lumber,"Bit Bosch Spade D/Devil 6"" x 3/8"" DSB1003",EA,1,2.49,2.49,01-52-16
209,1230-0402,7,Dick's Lumber,"Bit Bosch Spade D/Devil 6"" x 9/16"" DSB1006",EA,1,2.68,2.68,01-52-16
209,1230-0402,8,Dick's Lumber,"Bit Bosch Spade D/Devil 6"" x 1/2"" DSB1005",EA,1,2.49,2.49,01-52-16
209,1230-0402,9,Dick's Lumber,"Bit Bosch Spade D/Devil 6"" x 5/8"" DSB1007",EA,1,2.77,2.77,01-52-16
209,1230-0402,10,Dick's Lumber,"Bit Spade 6"" x 3/4"" Irwin #88812",EA,1,3.93,3.93,01-52-16
209,1230-0402,11,Dick's Lumber,"Bit Bosch Spade D/Devil 6"" x 7/8"" DSB1011",EA,1,2.97,2.97,01-52-16
209,1230-0402,12,Dick's Lumber,"Bit Bosch Spade D/Devil 6"" x 1"" DSB1013",EA,1,3.16,3.16,01-52-16
209,1230-0402,13,Dick's Lumber,"Bit Bosch Spade D/Devil 6"" x 1-1/4"" DSB1017",EA,1,4.6,4.6,01-52-16
209,1230-0402,14,Dick's Lumber,"Bit Drill Task 1/8"" Titanium T90018",EA,6,4.02,24.12,01-52-16
209,1230-0402,15,Dick's Lumber,"Bit Drill Task 5/16"" Titanium T90516",EA,6,10.36,62.16,01-52-16
209,1230-0402,16,Dick's Lumber,"Bit Drill Task 3/16"" Titanium T90316",EA,6,5.46,32.76,01-52-16
209,1230-0402,17,Dick's Lumber,"Bit Drill Task 1/4"" Titanium T90014",EA,6,6.9,41.4,01-52-16
209,1230-0402,18,Dick's Lumber,Freight In ,LS,0,0,25,01-52-16
209,1230-0403,1,Advanced Mobile First Aid & Safety Inc.,"Spill Depot Medium Weight Spill Pad  Oil Only  White  15""x18",EA,1,72,72,01-52-16
209,1230-0403,2,Advanced Mobile First Aid & Safety Inc.,Adhesive Tape Remover Towelettes 100/box,EA,1,14.97,14.97,01-52-16
209,1230-0403,3,Advanced Mobile First Aid & Safety Inc.,Radians AT1-20 Rad-Atac Safety Glasses  Smoke Frame/Lens,EA,12,4.95,59.4,01-52-16
209,1230-0403,4,Advanced Mobile First Aid & Safety Inc.,Wall/Thermometer,EA,1,29.98,29.98,01-52-16
209,1230-0404,1,Advanced Mobile First Aid & Safety Inc.,North Zone N10 Rachet Hard Hat,EA,1,14.5,14.5,01-52-16
209,1230-0404,2,Advanced Mobile First Aid & Safety Inc.,"Danger Tape 3""",EA,12,13.5,162,01-52-16
209,1230-0404,3,Advanced Mobile First Aid & Safety Inc.,"Caution Tape 3""",EA,12,13.5,162,01-52-16
209,1230-0404,4,Advanced Mobile First Aid & Safety Inc.,Traffic Wand  LED  Red,EA,2,29.97,59.94,01-52-16
209,1230-0404,5,Advanced Mobile First Aid & Safety Inc.,Batteries D,EA,4,2.99,11.96,01-52-16
209,1230-0404,6,Advanced Mobile First Aid & Safety Inc.,Oprex Eyewash Solution,EA,1,32.89,32.89,01-52-16
209,1230-0404,7,Advanced Mobile First Aid & Safety Inc.,C-027 Stop/Slow Paddle Cloroplast 40x40com,EA,1,88,88,01-52-16
209,1230-0404,8,Advanced Mobile First Aid & Safety Inc.,PIP Maxi Flex Ultimate Yellow ,EA,1,8.35,8.35,01-52-16
209,1230-0405,1,Advanced Mobile First Aid & Safety Inc.,Big K Brand Reflective Arm Band  Lime,EA,1,12.15,12.15,01-52-16
209,1230-0405,2,Advanced Mobile First Aid & Safety Inc.,Big K Brand Reflective Leg Band  Lime,EA,1,13.05,13.05,01-52-16
209,1230-0405,3,Advanced Mobile First Aid & Safety Inc.,Penlight  Disposable,EA,1,3.85,3.85,01-52-16
209,1230-0405,4,Advanced Mobile First Aid & Safety Inc.,"Tensor Elastic Bandage w/Clips 3""",EA,5,5.95,29.75,01-52-16
209,1230-0405,5,Advanced Mobile First Aid & Safety Inc.,BSN Elastrocrepe Elastic Compression Bandage,EA,5,7.63,38.15,01-52-16
209,1230-0405,6,Advanced Mobile First Aid & Safety Inc.,BSN Easifix Retention Bandage,EA,10,2.85,28.5,01-52-16
209,1230-0405,7,Advanced Mobile First Aid & Safety Inc.,BSN Easifix Retention Bandage 7.5x4,EA,5,3.55,17.75,01-52-16
209,1230-0405,8,Advanced Mobile First Aid & Safety Inc.,BZK Antiseptic Towelette,EA,1,7.95,7.95,01-52-16
209,1230-0405,9,Advanced Mobile First Aid & Safety Inc.,Ardes Gauze Sponge,EA,1,18.85,18.85,01-52-16
209,1230-0405,10,Advanced Mobile First Aid & Safety Inc.,Ardes Non-Woven Gauze Sponges,EA,1,10.5,10.5,01-52-16
209,1230-0405,11,Advanced Mobile First Aid & Safety Inc.,Ansell Disponsable Nitrile Gloves Green,EA,1,16.67,16.67,01-52-16
209,1230-0405,12,Advanced Mobile First Aid & Safety Inc.,PDI Germicidal Disponsable Cloth,EA,1,20.68,20.68,01-52-16
209,1230-0405,13,Advanced Mobile First Aid & Safety Inc.,Metrex Surface Disinfectant,EA,1,60.8,60.8,01-52-16
209,1230-0405,14,Advanced Mobile First Aid & Safety Inc.,Paper Towel,EA,1,29.98,29.98,01-52-16
209,1230-0405,15,Advanced Mobile First Aid & Safety Inc.,Bio-Med Wash,EA,6,18.5,111,01-52-16
209,1230-0405,16,Advanced Mobile First Aid & Safety Inc.,BSN Classic Strip Bandages,EA,1,14.54,14.54,01-52-16
209,1230-0405,17,Advanced Mobile First Aid & Safety Inc.,BSN Classic Fingertip Bandages,EA,1,37.84,37.84,01-52-16
209,1230-0405,18,Advanced Mobile First Aid & Safety Inc.,Big K Safety T Shirt,EA,1,26.75,26.75,01-52-16
209,1230-0406,1,Advanced Mobile First Aid & Safety Inc.,Squincher Water Cooler,EA,2,79.98,159.96,01-52-16
209,1230-0406,2,Advanced Mobile First Aid & Safety Inc.,Squincher Liquid Concentrate Lemonade,EA,1,31.97,31.97,01-52-16
209,1230-0406,3,Advanced Mobile First Aid & Safety Inc.,Squincher Liquid Concentrate Grape,EA,1,31.97,31.97,01-52-16
209,1230-0406,4,Advanced Mobile First Aid & Safety Inc.,Forcefield Gloves,EA,12,3.97,47.64,01-52-16
209,1230-0406,5,Advanced Mobile First Aid & Safety Inc.,AMFAS 6' Anchor Sling,EA,1,715,715,01-52-16
209,1230-0406,6,Advanced Mobile First Aid & Safety Inc.,Qwik Stik Lite,EA,150,1.19,178.5,01-52-16
209,1230-0406,7,Advanced Mobile First Aid & Safety Inc.,3M Disposable Particulate Respirator,EA,1,22.66,22.66,01-52-16
209,1230-0407,1,Brock White Canada ULC,Krytonite ,RL,30,69.32,2079.6,03-15-10
209,1230-0407,2,Brock White Canada ULC,Krytonite Adhesive,RL,30,13.07,392.1,03-15-10
209,1230-0407,3,Brock White Canada ULC,Freight Out ,LS,0,0,30,03-15-10
209,1230-0408,1,Matakana Scaffolding B.C. Inc,Revised drawing of system staircase access scaffold,EA,1,250,250,01-54-24
209,1230-0409,1,Matakana Scaffolding B.C. Inc,relocate the smaller stairtower at above noted address,EA,1,780,780,01-54-24
209,1230-0411,1,Matakana Scaffolding B.C. Inc,Equipment Rental Jul 1-28/17,EA,1,710,710,01-54-24
209,1230-0411,2,Matakana Scaffolding B.C. Inc,Equipment Rental Jun 27- Jul24/17,EA,1,300,300,01-54-24
209,1230-0412,1,J & R Excavation & Demolition Ltd.,Standard Slinger June 19,HRS,4.75,125,593.75,31-23-23
209,1230-0412,2,J & R Excavation & Demolition Ltd.,Standard Slinger June 20,HRS,4,125,500,31-23-23
209,1230-0412,3,J & R Excavation & Demolition Ltd.,Standard Slinger July 7,HRS,8,125,1000,31-23-23
209,1230-0413,1,Dick's Lumber,Cord Extension Pro Glo 12/3 x 100'/30m Yel SGL,EA,20,109.24,2184.8,01-51-26
209,1230-0413,2,Dick's Lumber,Freight in,LS,0,0,25,01-51-26
209,1230-0414,1,Single Source Rentals Ltd,forward & reversible compactor ,EA,1,510,510,31-23-23
209,1230-0414,2,Single Source Rentals Ltd,post hole/tamper,LS,0,0,24,31-23-23
209,1230-0414,3,Single Source Rentals Ltd,Enviro Charge,LS,0,0,10,31-23-23
209,1230-0414,4,Single Source Rentals Ltd,Damage waiver,LS,0,0,53.4,31-23-23
209,1230-0415,1,Single Source Rentals Ltd,Honda Engine,EA,1,360,360,31-23-19
209,1230-0415,2,Single Source Rentals Ltd,enviro charge,LS,0,0,5,31-23-19
209,1230-0415,3,Single Source Rentals Ltd,DAMAGE WAIVER,LS,0,0,36,31-23-19
209,1230-0416,1,Single Source Rentals Ltd,330L elec pump,LS,0,0,100,01-54-30
209,1230-0416,2,Single Source Rentals Ltd,damage waiver,LS,0,0,10,01-54-30
209,1230-0417,1,Single Source Rentals Ltd,400w halide lamp w/cord,LS,0,0,2148,01-51-26
209,1230-0418,1,Single Source Rentals Ltd,Rammer,EA,1,420,420,31-23-23
209,1230-0418,2,Single Source Rentals Ltd,Enviro Fee,LS,0,0,5,31-23-23
209,1230-0418,3,Single Source Rentals Ltd,Damage Waiver,LS,0,0,42,31-23-23
209,1230-0419,1,Superior Stone Slinger Services,3/4' clear crush 4 loads,TON,70.51,37.8,2665.28,31-23-23
209,1230-0421,1,Superior Stone Slinger Services,"3/4"" clear crush 7 loads",TON,124.84,37.8,4718.95,31-23-23
209,1230-0421,2,Superior Stone Slinger Services,"3/4"" clear crush 1 load",LS,0,0,750,31-23-23
209,1230-0422,1,Superior Stone Slinger Services,"3/4"" clear crush 6 loads",TON,106.07,37.8,4009.45,31-23-23
209,1230-0423,1,Superior Stone Slinger Services,"3/4"" clear crush 6 loads ",TON,106.4,37.8,4021.92,31-23-23
209,1230-0423,2,Superior Stone Slinger Services,3/4' clear crush 5 loads,TON,88.03,37.8,3327.53,31-23-23
209,1230-0424,1,Lehigh Materials Ltd.,25mm Clear Crushed,LS,0,0,1796.64,31-23-23
209,1230-0424,2,Lehigh Materials Ltd.,enviro fee,LS,0,0,71.11,31-23-23
209,1230-0425,1,Westcan Scaffolding Inc.,Labor to install,EA,1,2200,2200,01-54-24
209,1230-0425,2,Westcan Scaffolding Inc.,Cartage,EA,1,200,200,01-54-24
209,1230-0426,1,Single Source Rentals Ltd,8 HP Honda Engine Driven Trash Pump,EA,1,900,900,31-23-19
209,1230-0426,2,Single Source Rentals Ltd,Layflat Discharge Hose,LS,0,0,890,31-23-19
209,1230-0426,3,Single Source Rentals Ltd,Suction Hose,LS,0,0,135,31-23-19
209,1230-0427,1,Single Source Rentals Ltd,dual tank pigtail,LS,0,0,24,01-57-41
209,1230-0428,1,Single Source Rentals Ltd,forward reversible compactor ,LS,0,0,510,31-23-23
209,1230-0428,2,Single Source Rentals Ltd,post hole tamper,LS,0,0,24,31-23-23
209,1230-0428,3,Single Source Rentals Ltd,enviro charge,LS,0,0,15,31-23-23
209,1230-0428,4,Single Source Rentals Ltd,damage waiver,LS,0,0,53.4,31-23-23
209,1230-0429,1,Single Source Rentals Ltd,rammer,LS,0,0,42,02-41-20
209,1230-0429,2,Single Source Rentals Ltd,environ charge,LS,0,0,5,02-41-20
209,1230-0429,3,Single Source Rentals Ltd,damage waiver,LS,0,0,4.2,02-41-20
209,1230-0431,1,Pest Detective,Skunk removal/relocation,LS,0,0,175,01-74-13
209,1230-0432,1,Hilti Canada Corp,laser range meter pd 5,LS,0,0,332.66,01-52-25
209,1230-0432,2,Hilti Canada Corp,epoxy adh re 500-v3 ,LS,0,0,1154.05,01-52-25
209,1230-0432,3,Hilti Canada Corp,dispenser hdm 500 box,LS,0,0,180.87,01-52-25
209,1230-0432,4,Hilti Canada Corp,blow out pump,LS,0,0,46.57,01-52-25
209,1230-0432,5,Hilti Canada Corp,round brush ,LS,0,0,12.55,01-52-25
209,1230-0432,6,Hilti Canada Corp,manual brush ,LS,0,0,13.15,01-52-25
209,1230-0432,7,Hilti Canada Corp,manual brush ext,LS,0,0,10.54,01-52-25
209,1230-0432,8,Hilti Canada Corp,round brushes ,LS,0,0,61.41,01-52-25
209,1230-0433,1,HD Supply Canada Inc.,shoulder eye bolt ,LS,0,0,605.82,01-51-26
209,1230-0434,1,Dick's Lumber,tremclad paint red fire ,EA,2,46.17,92.34,01-52-16
209,1230-0434,2,Dick's Lumber,eco,EA,2,0.5,1,01-52-16
209,1230-0435,1,Central Concrete Accessories,kryton k322x wtrstrp grout xtrnal (grey),EA,2,86,172,03-15-10
209,1230-0435,2,Central Concrete Accessories,4 hr delivery service,LS,0,0,43.6,03-15-10
209,1230-0436,1,Valley Traffic Systems,Flagperson Ahead,EA,4,55.95,223.8,01-55-26
209,1230-0436,2,Valley Traffic Systems,Lane closure arrow,EA,4,55.95,223.8,01-55-26
209,1230-0436,3,Valley Traffic Systems,construction arrow ahead,EA,4,55.95,223.8,01-55-26
209,1230-0436,4,Valley Traffic Systems,prepare to stop,EA,2,55.95,111.9,01-55-26
209,1230-0436,5,Valley Traffic Systems,single lane traffice ,LS,0,0,111.9,01-55-26
209,1230-0436,6,Valley Traffic Systems,reduce speed,LS,0,0,111.9,01-55-26
209,1230-0436,7,Valley Traffic Systems,orange flag,LS,0,0,26,01-55-26
209,1230-0436,8,Valley Traffic Systems,tripod sign ,LS,0,0,432,01-55-26
209,1230-0436,9,Valley Traffic Systems,traffic control paddle ,LS,0,0,112,01-55-26
209,1230-0436,10,Valley Traffic Systems,hard hat ,LS,0,0,12.5,01-55-26
209,1230-0436,11,Valley Traffic Systems,arm band,LS,0,0,23.7,01-55-26
209,1230-0436,12,Valley Traffic Systems,leg band,LS,0,0,18.75,01-55-26
209,1230-0437,1,Canuck Security,Labour Hours,HRS,450,14.95,6727.5,01-57-30
209,1230-0438,1,Matakana Scaffolding B.C. Inc,Labor to Dismantle,LS,0,0,531.43,01-54-24
209,1230-0438,2,Matakana Scaffolding B.C. Inc,Cartage,LS,0,0,150,01-54-24
209,1230-0439,1,A&B Tool Rentals Ltd,plate tamper rev 1000lbs ,EA,1,1050,1050,31-23-23
209,1230-0440,1,Capacity Truck & Crane Service Inc.,Travel Out ,LS,0,0,213.75,01-56-29
209,1230-0440,2,Capacity Truck & Crane Service Inc.,Crane Time 9am -1pm,HRS,4,213.75,855,01-56-29
209,1230-0440,3,Capacity Truck & Crane Service Inc.,Travel In,LS,0,0,213.75,01-56-29
209,1230-0440,4,Capacity Truck & Crane Service Inc.,Travel Out ,LS,0,0,161.5,01-56-29
209,1230-0440,5,Capacity Truck & Crane Service Inc.,Crane Time,HRS,5.5,161.5,888.25,01-56-29
209,1230-0440,6,Capacity Truck & Crane Service Inc.,Rigger on site,HRS,6.5,65,422.5,01-56-29
209,1230-0440,7,Capacity Truck & Crane Service Inc.,Trucking No Fuel Charge,HRS,3,380,1140,01-56-29
209,1230-0440,8,Capacity Truck & Crane Service Inc.,Storage,EA,4,125,500,01-56-29
